gvkey,year,cik,ai_score
1690,2018,320193,0.08389103
3226,2007,22301,0.000363901
3226,2007,1166691,0.000363901
3226,2007,22301,0.000363901
3226,2007,1166691,0.000363901
3226,2007,22301,0.000363901
3226,2007,22301,0.000363901
3226,2007,1166691,0.000363901
3226,2010,22301,0.000485248
3226,2010,1166691,0.000485248
3226,2010,22301,0.000485248
3226,2010,1166691,0.000485248
3226,2010,22301,0.000485248
3226,2010,22301,0.000485248
3226,2010,1166691,0.000485248
3226,2011,22301,0.000464684
3226,2011,1166691,0.000464684
3226,2011,22301,0.000464684
3226,2011,1166691,0.000464684
3226,2011,22301,0.000464684
3226,2011,22301,0.000464684
3226,2011,1166691,0.000464684
3226,2012,22301,5.29465e-05
3226,2012,1166691,5.29465e-05
3226,2012,22301,5.29465e-05
3226,2012,1166691,5.29465e-05
3226,2012,22301,5.29465e-05
3226,2012,22301,5.29465e-05
3226,2012,1166691,5.29465e-05
3226,2013,22301,0.000915631
3226,2013,1166691,0.000915631
3226,2013,22301,0.000915631
3226,2013,1166691,0.000915631
3226,2013,22301,0.000915631
3226,2013,22301,0.000915631
3226,2013,1166691,0.000915631
3226,2014,22301,0.002033295
3226,2014,1166691,0.002033295
3226,2014,22301,0.002033295
3226,2014,1166691,0.002033295
3226,2014,22301,0.002033295
3226,2014,22301,0.002033295
3226,2014,1166691,0.002033295
3226,2015,22301,0.003914024
3226,2015,1166691,0.003914024
3226,2015,22301,0.003914024
3226,2015,1166691,0.003914024
3226,2015,22301,0.003914024
3226,2015,22301,0.003914024
3226,2015,1166691,0.003914024
3226,2016,22301,0.00600168
3226,2016,1166691,0.00600168
3226,2016,22301,0.00600168
3226,2016,1166691,0.00600168
3226,2016,22301,0.00600168
3226,2016,22301,0.00600168
3226,2016,1166691,0.00600168
3226,2017,22301,0.007586686
3226,2017,1166691,0.007586686
3226,2017,22301,0.007586686
3226,2017,1166691,0.007586686
3226,2017,22301,0.007586686
3226,2017,22301,0.007586686
3226,2017,1166691,0.007586686
3226,2018,22301,0.009884591
3226,2018,1166691,0.009884591
3226,2018,22301,0.009884591
3226,2018,1166691,0.009884591
3226,2018,22301,0.009884591
3226,2018,22301,0.009884591
3226,2018,1166691,0.009884591
3707,2010,714603,0
3707,2011,714603,0
3707,2012,714603,0
3707,2013,714603,0.002790698
3707,2014,714603,0.015902141
3707,2015,714603,0.009756098
3707,2016,714603,0.001352265
3707,2017,714603,0.007454739
3707,2018,714603,0.001694915
6008,2007,50863,0.008208595
6008,2007,50863,0.008208595
6008,2007,50863,0.008208595
6008,2007,50863,0.008208595
6008,2007,50863,0.008208595
6008,2007,50863,0.008208595
6008,2007,50863,0.008208595
6008,2010,50863,0.004858862
6008,2010,50863,0.004858862
6008,2010,50863,0.004858862
6008,2010,50863,0.004858862
6008,2010,50863,0.004858862
6008,2010,50863,0.004858862
6008,2010,50863,0.004858862
6008,2011,50863,0.007513033
6008,2011,50863,0.007513033
6008,2011,50863,0.007513033
6008,2011,50863,0.007513033
6008,2011,50863,0.007513033
6008,2011,50863,0.007513033
6008,2011,50863,0.007513033
6008,2012,50863,0.00760582
6008,2012,50863,0.00760582
6008,2012,50863,0.00760582
6008,2012,50863,0.00760582
6008,2012,50863,0.00760582
6008,2012,50863,0.00760582
6008,2012,50863,0.00760582
6008,2013,50863,0.016289438
6008,2013,50863,0.016289438
6008,2013,50863,0.016289438
6008,2013,50863,0.016289438
6008,2013,50863,0.016289438
6008,2013,50863,0.016289438
6008,2013,50863,0.016289438
6008,2014,50863,0.02248927
6008,2014,50863,0.02248927
6008,2014,50863,0.02248927
6008,2014,50863,0.02248927
6008,2014,50863,0.02248927
6008,2014,50863,0.02248927
6008,2014,50863,0.02248927
6008,2015,50863,0.030835813
6008,2015,50863,0.030835813
6008,2015,50863,0.030835813
6008,2015,50863,0.030835813
6008,2015,50863,0.030835813
6008,2015,50863,0.030835813
6008,2015,50863,0.030835813
6008,2016,50863,0.044368601
6008,2016,50863,0.044368601
6008,2016,50863,0.044368601
6008,2016,50863,0.044368601
6008,2016,50863,0.044368601
6008,2016,50863,0.044368601
6008,2016,50863,0.044368601
6008,2017,50863,0.074197384
6008,2017,50863,0.074197384
6008,2017,50863,0.074197384
6008,2017,50863,0.074197384
6008,2017,50863,0.074197384
6008,2017,50863,0.074197384
6008,2017,50863,0.074197384
6008,2018,50863,0.081035453
6008,2018,50863,0.081035453
6008,2018,50863,0.081035453
6008,2018,50863,0.081035453
6008,2018,50863,0.081035453
6008,2018,50863,0.081035453
6008,2018,50863,0.081035453
7260,2012,65011,0
7260,2012,65011,0
7260,2013,65011,0
7260,2013,65011,0
7260,2014,65011,0
7260,2014,65011,0
7260,2015,65011,0
7260,2015,65011,0
7260,2016,65011,0
7260,2016,65011,0
7260,2017,65011,0
7260,2017,65011,0
7260,2018,65011,0.018348624
7260,2018,65011,0.018348624
7343,2007,723125,0.0025
7343,2010,723125,0
7343,2011,723125,0
7343,2012,723125,0
7343,2013,723125,0
7343,2014,723125,0.006606111
7343,2015,723125,0.006763285
7343,2016,723125,0.013852243
7343,2017,723125,0.013406157
7343,2018,723125,0.025819265
7759,2007,70415,0
7759,2007,70415,0
7759,2010,70415,0
7759,2010,70415,0
7759,2011,70415,0
7759,2011,70415,0
7759,2012,70415,0
7759,2012,70415,0
7759,2013,70415,0
7759,2013,70415,0
7759,2014,70415,0
7759,2014,70415,0
7759,2015,70415,0.004514673
7759,2015,70415,0.004514673
7759,2016,70415,0
7759,2016,70415,0
7759,2017,70415,0
7759,2017,70415,0
7759,2018,70415,0
7759,2018,70415,0
8599,2007,78749,0
8599,2010,78749,0
8599,2011,78749,0
8599,2012,78749,0
8599,2013,78749,0
8599,2014,78749,0
8599,2015,78749,0
8599,2016,78749,0
8599,2017,78749,0
8599,2018,78749,0
8892,2010,700841,0
8892,2011,700841,0
8892,2012,700841,0
8892,2013,700841,0
8892,2014,700841,0
8892,2015,700841,0
8892,2016,700841,0
8892,2017,700841,0
8892,2018,700841,0
9203,2007,1024478,0.000569476
9203,2007,1024478,0.000569476
9203,2010,1024478,0
9203,2010,1024478,0
9203,2011,1024478,0
9203,2011,1024478,0
9203,2012,1024478,0
9203,2012,1024478,0
9203,2013,1024478,0
9203,2013,1024478,0
9203,2014,1024478,0
9203,2014,1024478,0
9203,2015,1024478,0
9203,2015,1024478,0
9203,2016,1024478,0
9203,2016,1024478,0
9203,2017,1024478,0.000429369
9203,2017,1024478,0.000429369
9203,2018,1024478,0.003398792
9203,2018,1024478,0.003398792
11399,2013,106040,0.142857143
11399,2013,106040,0.142857143
11399,2014,106040,0.002145923
11399,2014,106040,0.002145923
11399,2015,106040,0
11399,2015,106040,0
11399,2016,106040,0
11399,2016,106040,0
11399,2017,106040,0.0625
11399,2017,106040,0.0625
11399,2018,106040,0.038461538
11399,2018,106040,0.038461538
12141,2007,789019,0.004871795
12141,2007,789019,0.004871795
12141,2007,789019,0.004871795
12141,2007,789019,0.004871795
12141,2007,789019,0.004871795
12141,2007,789019,0.004871795
12141,2007,789019,0.004871795
12141,2007,789019,0.004871795
12141,2007,789019,0.004871795
12141,2010,789019,0.031358885
12141,2010,789019,0.031358885
12141,2010,789019,0.031358885
12141,2010,789019,0.031358885
12141,2010,789019,0.031358885
12141,2010,789019,0.031358885
12141,2010,789019,0.031358885
12141,2010,789019,0.031358885
12141,2010,789019,0.031358885
12141,2011,789019,0.021445458
12141,2011,789019,0.021445458
12141,2011,789019,0.021445458
12141,2011,789019,0.021445458
12141,2011,789019,0.021445458
12141,2011,789019,0.021445458
12141,2011,789019,0.021445458
12141,2011,789019,0.021445458
12141,2011,789019,0.021445458
12141,2012,789019,0.034657543
12141,2012,789019,0.034657543
12141,2012,789019,0.034657543
12141,2012,789019,0.034657543
12141,2012,789019,0.034657543
12141,2012,789019,0.034657543
12141,2012,789019,0.034657543
12141,2012,789019,0.034657543
12141,2012,789019,0.034657543
12141,2013,789019,0.031611987
12141,2013,789019,0.031611987
12141,2013,789019,0.031611987
12141,2013,789019,0.031611987
12141,2013,789019,0.031611987
12141,2013,789019,0.031611987
12141,2013,789019,0.031611987
12141,2013,789019,0.031611987
12141,2013,789019,0.031611987
12141,2014,789019,0.032336433
12141,2014,789019,0.032336433
12141,2014,789019,0.032336433
12141,2014,789019,0.032336433
12141,2014,789019,0.032336433
12141,2014,789019,0.032336433
12141,2014,789019,0.032336433
12141,2014,789019,0.032336433
12141,2014,789019,0.032336433
12141,2015,789019,0.039733053
12141,2015,789019,0.039733053
12141,2015,789019,0.039733053
12141,2015,789019,0.039733053
12141,2015,789019,0.039733053
12141,2015,789019,0.039733053
12141,2015,789019,0.039733053
12141,2015,789019,0.039733053
12141,2015,789019,0.039733053
12141,2016,789019,0.032733979
12141,2016,789019,0.032733979
12141,2016,789019,0.032733979
12141,2016,789019,0.032733979
12141,2016,789019,0.032733979
12141,2016,789019,0.032733979
12141,2016,789019,0.032733979
12141,2016,789019,0.032733979
12141,2016,789019,0.032733979
12141,2017,789019,0.063379028
12141,2017,789019,0.063379028
12141,2017,789019,0.063379028
12141,2017,789019,0.063379028
12141,2017,789019,0.063379028
12141,2017,789019,0.063379028
12141,2017,789019,0.063379028
12141,2017,789019,0.063379028
12141,2017,789019,0.063379028
12141,2018,789019,0.075792968
12141,2018,789019,0.075792968
12141,2018,789019,0.075792968
12141,2018,789019,0.075792968
12141,2018,789019,0.075792968
12141,2018,789019,0.075792968
12141,2018,789019,0.075792968
12141,2018,789019,0.075792968
12141,2018,789019,0.075792968
12142,2013,1341439,0.192041522
12142,2013,1341439,0.192041522
12142,2013,1341439,0.192041522
12142,2014,1341439,0.000723041
12142,2014,1341439,0.000723041
12142,2014,1341439,0.000723041
12142,2015,1341439,0.004698413
12142,2015,1341439,0.004698413
12142,2015,1341439,0.004698413
12142,2016,1341439,0.006327373
12142,2016,1341439,0.006327373
12142,2016,1341439,0.006327373
12142,2017,1341439,0.01284353
12142,2017,1341439,0.01284353
12142,2017,1341439,0.01284353
12142,2018,1341439,0.024351355
12142,2018,1341439,0.024351355
12142,2018,1341439,0.024351355
12206,2007,944868,0.001373626
12206,2010,944868,0
12206,2011,944868,0
12206,2012,944868,0.000355492
12206,2013,944868,0.00073828
12206,2014,944868,0.001667361
12206,2015,944868,0.003738855
12206,2016,944868,0.003785615
12206,2017,944868,0.000915751
12206,2018,944868,0
12540,2007,796343,0.002666667
12540,2007,796343,0.002666667
12540,2007,796343,0.002666667
12540,2007,796343,0.002666667
12540,2010,796343,0.009493671
12540,2010,796343,0.009493671
12540,2010,796343,0.009493671
12540,2010,796343,0.009493671
12540,2011,796343,0.01172116
12540,2011,796343,0.01172116
12540,2011,796343,0.01172116
12540,2011,796343,0.01172116
12540,2012,796343,0.022526502
12540,2012,796343,0.022526502
12540,2012,796343,0.022526502
12540,2012,796343,0.022526502
12540,2013,796343,0.036295369
12540,2013,796343,0.036295369
12540,2013,796343,0.036295369
12540,2013,796343,0.036295369
12540,2014,796343,0.02630006
12540,2014,796343,0.02630006
12540,2014,796343,0.02630006
12540,2014,796343,0.02630006
12540,2015,796343,0.042836744
12540,2015,796343,0.042836744
12540,2015,796343,0.042836744
12540,2015,796343,0.042836744
12540,2016,796343,0.035444947
12540,2016,796343,0.035444947
12540,2016,796343,0.035444947
12540,2016,796343,0.035444947
12540,2017,796343,0.043859649
12540,2017,796343,0.043859649
12540,2017,796343,0.043859649
12540,2017,796343,0.043859649
12540,2018,796343,0.06900289
12540,2018,796343,0.06900289
12540,2018,796343,0.06900289
12540,2018,796343,0.06900289
12635,2007,798354,0
12635,2010,798354,0
12635,2011,798354,0
12635,2012,798354,0.000232504
12635,2013,798354,0.000248509
12635,2014,798354,0.000852031
12635,2015,798354,0.00068918
12635,2016,798354,0
12635,2017,798354,0.003979308
12635,2018,798354,0.000411252
13440,2012,794323,0
13440,2013,794323,0
13440,2014,794323,0.000513875
13440,2015,794323,0.001356239
13440,2016,794323,0
13440,2017,794323,0.000773994
13440,2018,794323,0
13824,2007,814547,0.051020408
13824,2007,814547,0.051020408
13824,2007,814547,0.051020408
13824,2010,814547,0.060714286
13824,2010,814547,0.060714286
13824,2010,814547,0.060714286
13824,2011,814547,0.051020408
13824,2011,814547,0.051020408
13824,2011,814547,0.051020408
13824,2012,814547,0.038709677
13824,2012,814547,0.038709677
13824,2012,814547,0.038709677
13824,2013,814547,0.076452599
13824,2013,814547,0.076452599
13824,2013,814547,0.076452599
13824,2014,814547,0.054662379
13824,2014,814547,0.054662379
13824,2014,814547,0.054662379
13824,2016,814547,0
13824,2016,814547,0
13824,2016,814547,0
13824,2017,814547,0
13824,2017,814547,0
13824,2017,814547,0
13824,2018,814547,0.058823529
13824,2018,814547,0.058823529
13824,2018,814547,0.058823529
18699,2007,857005,0
18699,2010,857005,0
18699,2011,857005,0
18699,2012,857005,0
18699,2013,857005,0
18699,2014,857005,0
18699,2015,857005,0
18699,2016,857005,0.008888889
18699,2017,857005,0.082677165
18699,2018,857005,0.023529412
20779,2007,858877,0.000332834
20779,2007,858877,0.000332834
20779,2007,858877,0.000332834
20779,2007,858877,0.000332834
20779,2007,858877,0.000332834
20779,2007,858877,0.000332834
20779,2010,858877,0.003127737
20779,2010,858877,0.003127737
20779,2010,858877,0.003127737
20779,2010,858877,0.003127737
20779,2010,858877,0.003127737
20779,2010,858877,0.003127737
20779,2011,858877,0.002591093
20779,2011,858877,0.002591093
20779,2011,858877,0.002591093
20779,2011,858877,0.002591093
20779,2011,858877,0.002591093
20779,2011,858877,0.002591093
20779,2012,858877,0.001268596
20779,2012,858877,0.001268596
20779,2012,858877,0.001268596
20779,2012,858877,0.001268596
20779,2012,858877,0.001268596
20779,2012,858877,0.001268596
20779,2013,858877,0.002534854
20779,2013,858877,0.002534854
20779,2013,858877,0.002534854
20779,2013,858877,0.002534854
20779,2013,858877,0.002534854
20779,2013,858877,0.002534854
20779,2014,858877,0.00378841
20779,2014,858877,0.00378841
20779,2014,858877,0.00378841
20779,2014,858877,0.00378841
20779,2014,858877,0.00378841
20779,2014,858877,0.00378841
20779,2015,858877,0.008958567
20779,2015,858877,0.008958567
20779,2015,858877,0.008958567
20779,2015,858877,0.008958567
20779,2015,858877,0.008958567
20779,2015,858877,0.008958567
20779,2016,858877,0.024804556
20779,2016,858877,0.024804556
20779,2016,858877,0.024804556
20779,2016,858877,0.024804556
20779,2016,858877,0.024804556
20779,2016,858877,0.024804556
20779,2017,858877,0.029356943
20779,2017,858877,0.029356943
20779,2017,858877,0.029356943
20779,2017,858877,0.029356943
20779,2017,858877,0.029356943
20779,2017,858877,0.029356943
20779,2018,858877,0.029701822
20779,2018,858877,0.029701822
20779,2018,858877,0.029701822
20779,2018,858877,0.029701822
20779,2018,858877,0.029701822
20779,2018,858877,0.029701822
21238,2007,751978,0
21238,2010,751978,0
21238,2011,751978,0
21238,2012,751978,0
21238,2013,751978,0
21238,2014,751978,0
21238,2015,751978,0
21238,2016,751978,0
21238,2017,751978,0
21238,2018,751978,0
25138,2010,884144,0
25138,2011,884144,0
25138,2012,884144,0
25138,2013,884144,0
25138,2014,884144,0
25138,2015,884144,0
25138,2016,884144,0
25138,2017,884144,0
25138,2018,884144,0.003257329
25320,2007,792130,0
25320,2010,792130,0
25320,2011,792130,0
25320,2012,792130,0
25320,2013,792130,0
25320,2014,792130,0
25320,2015,792130,0
25320,2016,792130,0
25320,2017,792130,0.055555556
25320,2018,792130,0.015625
26012,2010,849547,0
26012,2011,849547,0
26012,2012,849547,0
26012,2013,849547,0
26012,2014,849547,0
26012,2015,849547,0
26012,2016,849547,0
26012,2017,849547,0
26012,2018,849547,0
27925,2007,896841,0
27925,2010,896841,0
27925,2011,896841,0
27925,2012,896841,0
27925,2013,896841,0
27925,2014,896841,0
27925,2015,896841,0
27925,2016,896841,0.011627907
27925,2017,896841,0.012903226
27925,2018,896841,0.018404908
27928,2007,896878,0
27928,2010,896878,0.007683215
27928,2011,896878,0.002458009
27928,2012,896878,0.003624648
27928,2013,896878,0.01050304
27928,2014,896878,0.01607298
27928,2015,896878,0.007356805
27928,2016,896878,0.020855057
27928,2017,896878,0.023060029
27928,2018,896878,0.019685618
28853,2007,1141107,0
28853,2007,1141107,0
28853,2010,1141107,0
28853,2010,1141107,0
28853,2011,1141107,0
28853,2011,1141107,0
28853,2012,1141107,0
28853,2012,1141107,0
28853,2013,1141107,0
28853,2013,1141107,0
28853,2014,1141107,0
28853,2014,1141107,0
28853,2015,1141107,0
28853,2015,1141107,0
28853,2016,1141107,0
28853,2016,1141107,0
28853,2017,1141107,0
28853,2017,1141107,0
28853,2018,1141107,0.00844773
28853,2018,908610,0.00844773
28853,2018,1645494,0.00844773
28853,2018,1141107,0.00844773
28853,2018,908610,0.00844773
29241,2007,912093,0
29241,2007,912093,0
29241,2007,912093,0
29241,2010,912093,0
29241,2010,912093,0
29241,2010,912093,0
29241,2011,912093,0
29241,2011,912093,0
29241,2011,912093,0
29241,2012,912093,0
29241,2012,912093,0
29241,2012,912093,0
29241,2013,912093,0.074074074
29241,2013,912093,0.074074074
29241,2013,912093,0.074074074
29241,2014,912093,0
29241,2014,912093,0
29241,2014,912093,0
29241,2015,912093,0.071428571
29241,2015,912093,0.071428571
29241,2015,912093,0.071428571
29241,2016,912093,0
29241,2016,912093,0
29241,2016,912093,0
29241,2017,912093,0
29241,2017,912093,0
29241,2017,912093,0
29241,2018,912093,0
29241,2018,912093,0
29241,2018,912093,0
31775,2007,943034,0
31775,2010,943034,0.142857143
31775,2011,943034,0
31775,2012,943034,0
31775,2013,943034,0.05
31775,2014,943034,0
31775,2015,943034,0.111111111
31775,2016,943034,0
31775,2017,943034,0.066666667
31775,2018,943034,0.2
62723,2007,909494,0
62723,2007,909494,0
62723,2015,909494,0
62723,2015,909494,0
62723,2016,909494,0
62723,2016,909494,0
62723,2017,909494,0
62723,2017,909494,0
62723,2018,909494,0
62723,2018,909494,0
64423,2007,1029299,0
64423,2007,1029299,0
64423,2010,1029299,0
64423,2010,1029299,0
64423,2011,1029299,0
64423,2011,1029299,0
64423,2012,1029299,0
64423,2012,1029299,0
64423,2013,1029299,0
64423,2013,1029299,0
64423,2014,1029299,0
64423,2014,1029299,0
64423,2015,1029299,0
64423,2015,1029299,0
64423,2016,1029299,0
64423,2016,1029299,0
64423,2017,1029299,0
64423,2017,1029299,0
64423,2018,1029299,0.007380074
64423,2018,1029299,0.007380074
64768,2007,1018724,0.004604052
64768,2007,1018724,0.004604052
64768,2007,1018724,0.004604052
64768,2007,1018724,0.004604052
64768,2010,1018724,0.014343291
64768,2010,1018724,0.014343291
64768,2010,1018724,0.014343291
64768,2010,1018724,0.014343291
64768,2011,1018724,0.01623464
64768,2011,1018724,0.01623464
64768,2011,1018724,0.01623464
64768,2011,1018724,0.01623464
64768,2012,1018724,0.0209724
64768,2012,1018724,0.0209724
64768,2012,1018724,0.0209724
64768,2012,1018724,0.0209724
64768,2013,1018724,0.027012019
64768,2013,1018724,0.027012019
64768,2013,1018724,0.027012019
64768,2013,1018724,0.027012019
64768,2014,1018724,0.033073756
64768,2014,1018724,0.033073756
64768,2014,1018724,0.033073756
64768,2014,1018724,0.033073756
64768,2015,1018724,0.037635575
64768,2015,1018724,0.037635575
64768,2015,1018724,0.037635575
64768,2015,1018724,0.037635575
64768,2016,1018724,0.03858324
64768,2016,1018724,0.03858324
64768,2016,1018724,0.03858324
64768,2016,1018724,0.03858324
64768,2017,1018724,0.067997138
64768,2017,1018724,0.067997138
64768,2017,1018724,0.067997138
64768,2017,1018724,0.067997138
64768,2018,1018724,0.088613427
64768,2018,1018724,0.088613427
64768,2018,1018724,0.088613427
64768,2018,1018724,0.088613427
64850,2010,1038222,0
64850,2011,1038222,0
64850,2012,1038222,0
64850,2013,1038222,0
64850,2014,1038222,0
64850,2015,1038222,0
64850,2016,1038222,0
64850,2017,1038222,0
64850,2018,1038222,0
65226,2007,1036188,0
65226,2007,1036188,0
65226,2010,1036188,0
65226,2010,1036188,0
65226,2011,1036188,0
65226,2011,1036188,0
65226,2012,1036188,0
65226,2012,1036188,0
65226,2013,1036188,0
65226,2013,1036188,0
65226,2014,1036188,0
65226,2014,1036188,0
65226,2015,1036188,0
65226,2015,1036188,0
65226,2016,1036188,0
65226,2016,1036188,0
65226,2017,1036188,0
65226,2017,1036188,0
65226,2018,1036188,0
65226,2018,1036188,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2007,1000184,0
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2010,1000184,0.001371742
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2011,1000184,0.00477327
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2012,1000184,0.003225806
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2013,1000184,0
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2014,1000184,0.001297438
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2015,1000184,0.008766303
103487,2016,1000184,0.019055118
